ACO Identifier,ACO Name,Start Date,Track 2 ACO,Advance pay status,Interim payment election,Advanced payment amount,Quality Score,Quality Performance Sharing Rate,Final sharing rate,Minimum Loss Rate (%),Minimum Savings Rate (%),Total benchmark expenditures ($),Total savings/losses ($),Shared Savings ($),Shared Losses ($),Total number of assigned beneficiaries,Total assigned beneficiary person years,Total number of ESRD assigned beneficiary person years,Total number of DISABLED  assigned beneficiary person years,Total number of AGED/DUAL assigned beneficiary person years,Total number of AGED/NON-DUAL assigned beneficiary person years,"Total number of assigned beneficiaries, age 0-64","Total number of assigned beneficiaries, age 65-74","Total number of assigned beneficiaries, age 75-84","Total number of assigned beneficiaries, age 85+","Total number of assigned beneficiaries, Female","Total number of assigned beneficiaries, Male","Total number of assigned beneficiaries, Non-Hispanic White","Total number of assigned beneficiaries, Black","Total number of assigned beneficiaries, Asian","Total number of assigned beneficiaries, Hispanic","Total number of assigned beneficiaries, North American Native","Total number of assigned beneficiaries, Other",Total performance year spending per assigned beneficiary,Total expenditures per assigned ESRD beneficiary,Total expenditures per assigned DISABLED beneficiary,Total expenditures per assigned AGED/DUAL beneficiary,Total expenditures per assigned AGED/NON-DUAL beneficiary,Total inpatient spending per assigned beneficiary,Acute care hospital (IPPS/CAH) spending per assigned beneficiary,Long-term care hospital spending per assigned beneficiary,Inpatient rehabilitation facility (IRF) spending per assigned beneficiary,Inpatient psychiatric hospital spending per assigned beneficiary,Hospice spending per assigned beneficiary,Skilled nursing facility spending per assigned beneficiary,Other inpatient spending per assigned beneficiary,Physician/supplier spending per assigned beneficiary,Ambulance spending per assigned beneficiary,Home health spending per assigned beneficiary,Durable medical equipment spending per assigned beneficiary,"Inpatient hospital discharges per 1,000 person years","Acute care hospital discharges per 1,000 person years","LTCH discharges per 1,000 person years","IRF discharges per 1,000 person years","IPF discharges per 1,000 person years","CHF (PQI8) discharges  per 1,000 person years","COPD/Asthma (PQI5) discharges per 1,000 person years","Bacterial Pneumonia (PQI11) discharges per 1,000 person years","Acute care readmissions (all-cause 30 day) per 1,000 discharges","Post-acute care discharge provider visits (30 day)  per 1,000 discharges","Skilled nursing facility discharges per 1,000 person years","Outpatient ED visits per 1,000 person years","Inpatient ED visits per 1,000 person years","Computed tomography (CT) events per 1,000 person years","Magnetic resonance imaging (MRI) events per 1,000 person years","Primary care services per 1,000 person years","Primary care services with a PCP per 1,000 person years","Primary care services with a specialist per 1,000 person years","Primary care services with a NP/PA/CNS per 1,000 person years","Primary care services with a FQHC/RHC per 1,000 person years",Number of CAH IIs,Number of FQHCs,Number of RHCs,Number of ETA hospitals,Number of other facility types,Number of participating PCPs,Number of participating specialists,Number of participating nurse practitioners,Number of participating physician assistants,Number of participating clinical nurse specialist,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A53334,"Physicians Healthcare Collaborative, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.028457091%,$94290321.09,$93759988.93,$530332.00,$0.00,,12571,12250.5,91.33333333,1462.083333,359.5833333,10337.5,2123,6560,3047,841,7140,5431,10623,1705,35,13,15,$180.00,$61150.31,$8044.38,$10455.42,$7028.17,$2224.05,$2105.93,$20.03,$81.45,$37.74,$167.67,$266.93,$0.31,$3168.09,$50.59,$334.83,$298.84,239.889,228.135,0.326,4.734,6.611,10.448,5.469,7.917,125.401,750.267,33.629,492.021,153.859,621.557,302.004,9727.952,3559.483,4277.680,1882.463,8.326,0,0,0,0,0,48,93,26,1,0,0.988121369,1.100296055,1.064125948,0.930788033,0.975023512,1.044637618,1.049487881,0.909929942,0.991100102,1.027674387,1.037094152,0.91089385,0.955844915,1.061858972,1.000716234,0.901336259
A51279,"Optimus Healthcare Partners, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.023545752%,$470196322.10,$453169138.40,$17027183.69,$8343320.00,,34542,26216.41667,203.3333333,2369.416667,1565.666667,22078,3527,12117,7632,3800,16020,11056,22455,2399,546,793,9,$874.00,$97482.35,$9005.32,$15268.63,$8601.93,$2797.37,$2478.50,$77.87,$214.69,$79.83,$191.22,$973.26,$0.00,$3984.13,$144.38,$302.34,$221.27,257.836,236.858,1.793,11.824,7.361,10.146,6.942,6.637,148.047,803.137,81.623,499.805,201.730,601.299,270.193,11141.514,4601.222,6262.394,274.389,3.509,0,0,0,0,0,124,71,8,3,0,1.05291924,1.107738649,1.127426771,1.033038531,1.033467509,1.112227022,1.117438123,1.033175164,1.023340377,1.081966462,1.093967934,1.028770164,1.044157567,1.051870748,1.105818729,0.989018462
A34178,MissionPoint Health Partners,07/01/2012,0,0,0,,1,0.5,0.5,,0.024628888%,$276551602.10,$267329957.00,$9221645.06,$4518606.08,,23711,19530.33333,178.5833333,2210.916667,459.1666667,16681.66667,3208,8908,5638,2458,11745,8467,17615,2254,63,40,9,$231.00,$66726.71,$9757.68,$15049.90,$8240.87,$2985.65,$2684.70,$55.63,$125.34,$155.64,$226.89,$808.92,$0.49,$2825.30,$127.27,$578.59,$267.05,334.953,310.582,1.178,7.987,15.155,16.743,7.475,12.135,149.696,707.847,83.969,601.964,203.163,674.310,282.422,9017.728,3170.177,4367.551,1264.753,215.247,1,1,3,0,3,259,264,113,2,1,0.982934721,1.11723674,1.089698385,0.982900633,0.979049559,1.126815271,1.087447491,0.996193961,0.996145263,1.119972894,1.092061946,1.011827449,0.983960111,1.141519433,1.114348028,0.990019227
A24802,Summa Accountable Care Organization,07/01/2012,0,0,0,,1,0.5,0.5,,0.024484983%,$306829999.00,$295033817.00,$11796181.97,$5780129.16,,25150,21476.58333,232.5,4292.5,954.4166667,15997.16667,5340,8457,5482,2919,12821,9377,20000,1783,100,21,11,$283.00,$63660.51,$8979.96,$12139.74,$8320.31,$3184.01,$2720.19,$199.75,$248.78,$96.00,$292.51,$809.34,$7.20,$2466.56,$141.11,$407.48,$265.52,369.891,328.497,5.308,18.299,17.368,14.667,13.410,14.667,153.972,765.766,80.972,865.966,273.740,651.966,206.457,9036.819,4198.852,3885.907,945.961,6.100,0,0,0,0,5,340,420,120,0,20,0.980025468,1.162951149,1.136502985,1.087525152,1.004559597,1.231824552,1.135505193,1.112816674,0.986904797,1.171296146,1.157694038,1.112956785,1.026873548,1.199232057,1.190757513,1.11074943
A01714,Essentia Health,07/01/2012,0,0,0,,1,0.5,0.5,,0.023213741%,$432277181.70,$460243838.60,$-27966656.94,$0.00,,37862,32077.08333,209.8333333,6762.583333,957.9166667,24146.75,7924,11293,9066,4832,18284,14831,31882,184,55,38,628,$328.00,$79806.60,$8966.08,$12626.01,$9111.57,$3420.97,$3167.77,$55.52,$119.35,$108.78,$223.19,$937.86,$1.01,$1873.66,$113.17,$189.24,$299.16,324.281,307.353,1.122,6.048,9.695,13.156,8.542,11.971,136.499,810.908,87.944,852.260,148.704,536.177,220.749,7877.867,3723.125,2556.093,1507.743,90.906,5,0,4,0,0,392,1082,244,0,12,1.005751933,1.019241572,0.952080413,0.982064624,1.030705771,1.032555403,0.96033698,0.992275203,1.009143832,1.02078409,0.97189322,0.995872904,1.050229662,1.042057687,0.960455754,1.017455684
A33196,"Allcare Options, LLC",07/01/2012,0,0,1,,0,0.5,0,,0.03660961%,$90520697.34,$83303709.73,$7216987.60,$0.00,,5796,4392.5,61.5,1125.75,591.25,2614,1377,1594,1098,559,2624,2004,3580,723,33,228,3,$61.00,$80668.96,$9482.13,$12425.09,$11481.83,$3917.11,$3373.49,$174.92,$193.71,$210.49,$342.82,$1320.86,$0.00,$3718.98,$166.58,$741.86,$266.69,435.287,390.894,5.236,11.155,28.002,19.806,20.034,14.343,176.847,766.143,133.182,974.161,317.587,792.260,260.444,10587.820,3341.605,4404.553,736.938,2104.724,0,19,0,0,0,81,125,65,1,0,1.094673195,1.084472181,1.009397749,1.156211619,1.060990509,1.142077635,1.039180143,1.187282723,1.079386526,1.157074034,0.980925366,1.231094466,1.048122065,1.154953435,0.976369294,1.272367878
A05273,"Accountable Care Coalition of Texas, Inc.",04/01/2012,0,0,0,,1,0.5,0.5,,0.023626054%,$538174071.70,$519077361.00,$19096710.76,$9357388.27,,33739,26676.66667,428.4166667,3405.166667,2252.666667,20590.41667,4710,12199,7484,3062,16017,11438,21433,3623,615,1226,26,$532.00,$81880.50,$11687.37,$14745.14,$9116.07,$3735.52,$2584.71,$749.65,$406.17,$99.56,$271.18,$615.00,$1.17,$3533.19,$130.64,$1216.70,$290.53,321.692,263.291,23.090,23.428,11.808,12.632,8.959,8.209,148.975,697.536,52.104,665.650,228.281,723.189,316.969,9679.220,3965.339,5130.209,573.513,10.158,0,0,0,0,0,109,76,11,0,0,1.008112266,1.206429599,1.032258048,1.076458573,1.009407523,1.2039553,1.048713604,1.082343534,1.040002976,1.200961902,1.086426479,1.090856046,1.051857738,1.245273722,1.102640616,1.110697519
A65596,"Integrated Care Alliance, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.03144044%,$109717165.90,$112930925.40,$-3213759.45,$0.00,,8559,7026.916667,67.08333333,1037.333333,350.5,5572,1390,3265,1880,761,4172,3124,6396,697,31,83,3,$86.00,$88196.65,$8577.77,$13806.34,$10040.00,$3225.39,$2895.89,$214.82,$138.45,$51.04,$344.45,$1312.73,$0.00,$4068.76,$139.84,$626.48,$290.43,357.056,336.705,5.408,7.969,6.973,17.646,9.108,10.389,184.769,763.213,116.410,622.179,280.777,875.775,356.486,11305.812,4655.242,6072.792,512.173,65.605,0,0,0,0,0,39,52,16,1,0,1.037251309,1.062519093,1.096004084,1.012698467,1.019115581,1.080157305,1.047593119,1.028165368,1.071915209,1.077710522,1.065165539,1.01466185,1.045363357,1.038421328,1.019862838,1.020899434
A27119,"Accountable Care Coalition of Northwest Florida, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.030011011%,$125794256.40,$123062636.20,$2731620.22,$0.00,,9988,8590.916667,78.41666667,1589.75,550.5,6372.25,1998,3698,2286,893,5235,3640,7303,1283,104,17,13,$155.00,$74377.27,$7617.08,$12449.15,$9017.05,$2760.73,$2463.13,$179.47,$57.37,$88.08,$300.56,$917.43,$0.00,$2930.21,$125.83,$552.96,$340.92,351.493,324.142,6.052,3.375,17.924,13.268,12.221,11.290,156.071,716.071,91.016,837.764,251.283,643.745,277.819,10413.625,4068.359,4257.606,995.121,1092.539,0,1,1,0,0,36,40,21,0,0,1.008844346,0.998683564,1.035798403,1.0449958,1.007174189,1.051043137,1.022482486,1.044731767,1.005422517,1.059796707,1.015004594,1.062333907,0.992888332,1.049333485,1.04884861,1.071879477
A65307,"Accountable Care Coalition of Caldwell County, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.036252252%,$70881173.07,$71400315.97,$-519142.90,$0.00,,5915,5090.75,34,1021.083333,366,3669.666667,1249,2260,1284,451,3145,2099,4945,246,11,9,3,$30.00,$49224.80,$7712.67,$10005.06,$7428.77,$2156.90,$2027.23,$32.58,$41.66,$59.93,$335.66,$609.02,$0.00,$2235.43,$91.10,$295.79,$360.58,247.508,237.293,0.589,2.161,7.465,7.268,9.625,15.322,122.398,794.338,55.002,756.077,166.970,497.962,268.919,9360.310,5252.468,3598.684,501.498,7.661,0,0,0,0,0,37,37,15,0,1,1.025842615,1.081021443,1.031463594,1.008527702,1.011555697,1.109540181,1.066187586,1.011767116,0.987891164,1.079579463,1.080594039,1.00904926,0.952540251,1.038268504,0.975177103,0.97873935
A99401,"Accountable Care Organization of the North Country, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.03636036%,$69726453.59,$74474536.64,$-4748083.04,$0.00,,5879,5017.083333,25.08333333,700,300.1666667,3991.833333,873,2091,1514,707,2942,2243,5067,12,17,1,26,$62.00,$79501.58,$7172.94,$10756.92,$8037.80,$2989.87,$2916.18,$0.00,$44.25,$37.56,$193.83,$602.27,$0.00,$2012.72,$171.14,$160.29,$377.50,334.856,327.481,0.000,2.392,4.983,21.327,16.743,20.331,155.860,781.796,80.525,783.922,250.943,688.049,199.718,8746.715,4916.602,3121.136,694.826,14.152,0,0,0,0,0,12,0,2,0,0,1.084767158,0.989840856,1.065856226,1.078671261,1.084481031,0.957148889,1.039199975,1.073862782,1.059462464,1.006711131,1.091747872,1.074497737,1.016848393,0.999972986,1.098275733,1.058316756
A92107,Central Maine ACO,07/01/2012,0,0,0,,1,0.5,0.5,,0.026321864%,$184814281.10,$182216815.20,$2597465.86,$0.00,,16695,14201.58333,80.25,3628.833333,2229.75,8262.75,4097,5010,3840,1615,8354,6208,14269,69,29,21,11,$163.00,$69518.00,$7680.20,$10217.98,$7542.58,$2355.42,$2143.56,$12.61,$142.29,$61.41,$262.19,$586.58,$0.00,$1916.10,$121.28,$389.85,$310.41,272.646,255.535,0.282,9.154,7.675,10.773,12.393,10.773,137.922,746.915,54.360,899.548,148.012,513.605,196.879,8029.034,3313.363,3107.893,967.498,640.281,2,1,3,0,11,154,368,63,1,0,0.941586829,0.976959076,0.94656125,0.953893128,1.003404545,0.987214743,0.946828563,0.990926595,1.005621018,0.980192939,0.959361912,0.987226396,0.989663282,0.952969042,0.949471618,1.023449895
A18256,"Accountable Care Coalition of Southeast Wisconsin, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.028979196%,$257199277.20,$239501972.70,$17697304.53,$8671679.21,,11701,8846.583333,249.4166667,3227.25,1472.333333,3897.583333,3830,2571,1805,1179,5226,4159,4994,3192,390,570,49,$190.00,$91795.51,$10315.80,$12649.66,$16333.84,$6307.89,$5220.05,$924.87,$272.54,$116.83,$726.88,$2547.02,$0.00,$3436.40,$346.43,$356.68,$307.66,604.866,548.008,22.495,14.921,19.443,21.138,14.243,13.904,206.780,750.349,232.293,1389.463,487.533,816.247,224.380,10691.472,5125.482,3717.480,1014.403,834.107,0,5,0,0,0,130,368,50,0,0,1.127547514,1.196830706,1.043792592,1.397820375,1.095925643,1.175282937,1.037663283,1.424977156,1.078858448,1.189818631,1.019115074,1.404109982,1.102881953,1.20503027,1.108510044,1.445256853
A70756,"Accountable Care Coalition of Coastal Georgia, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.029714943%,$146133175.70,$146775275.70,$-642099.95,$0.00,,10475,8635.666667,126.75,1129.166667,234.9166667,7144.833333,1596,4138,2244,989,4837,4130,6487,2283,53,19,5,$120.00,$70916.43,$10262.27,$12173.18,$8571.70,$2938.83,$2463.08,$136.76,$306.23,$76.65,$429.29,$845.75,$0.00,$3522.65,$193.45,$347.53,$367.23,319.952,288.339,3.590,19.570,8.453,9.727,10.538,7.180,135.994,726.463,71.332,707.762,210.059,741.460,369.630,10882.773,5224.032,5059.019,586.868,12.854,0,0,0,0,0,36,50,7,0,0,1.00128196,1.183120784,1.078680685,1.055001399,1.022552771,1.137863464,1.095282827,1.037076178,0.993654473,1.154119243,1.101851803,1.032052098,0.986630427,1.14093518,1.001403029,1.038016459
A51059,"Physicians Collaborative Trust of the Mississippi Gulf Coast, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.034818819%,$80059038.14,$84825020.87,$-4765982.73,$0.00,,6590,5099,59.25,875.6666667,259.75,3904.333333,1084,2358,1339,455,2906,2330,4380,706,76,10,8,$56.00,$69847.04,$9873.63,$12808.81,$8338.76,$3311.65,$2895.35,$101.49,$251.57,$94.80,$263.58,$413.72,$7.11,$2669.51,$89.07,$741.40,$401.16,407.139,377.133,2.746,15.885,11.179,18.827,14.317,14.709,156.823,692.974,40.792,899.980,269.072,631.889,319.082,9307.707,3878.800,4381.840,1019.219,27.849,0,0,0,0,0,16,21,10,2,0,1.022903445,1.150113522,1.018934393,0.979593135,1.017157006,1.126559823,1.078677685,1.001660176,1.042405303,1.21069925,1.000321494,0.993329625,1.007723369,1.172660071,1.030301484,0.993818339
A20167,North Country ACO,04/01/2012,0,1,0,1714876,1,0.5,0.5,,0.033355355%,$88298581.50,$86248364.01,$2050217.48,$0.00,,7322,6053.166667,17.41666667,1058.5,241.3333333,4735.916667,1254,2393,1714,843,3356,2848,6100,18,8,5,3,$70.00,$59197.49,$7908.05,$11895.49,$8311.02,$2615.32,$2450.09,$17.95,$99.00,$68.06,$86.45,$784.91,$0.00,$1184.00,$141.87,$422.10,$252.20,240.700,229.797,0.330,4.460,6.113,10.077,10.573,12.225,117.990,792.425,57.986,793.965,30.728,252.925,121.094,7955.505,304.138,2521.655,466.202,4663.509,0,11,0,0,0,35,20,15,1,0,0.96812296,0.894407949,0.921711533,0.902651002,1.160720995,0.909324133,0.893379962,0.892419913,0.978940586,0.881525341,0.850709686,0.886425258,0.916918218,0.96378411,0.963468904,0.985557476
A55129,"Oakwood Accountable Care Organization, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.026139828%,$259144444.30,$241653282.90,$17491161.45,$8570669.11,,17150,14216,130.8333333,2949.583333,950.0833333,10185.5,3624,5393,3703,2020,8695,6045,12733,1366,192,128,15,$306.00,$85353.45,$9705.20,$14033.80,$10639.50,$3963.03,$3465.53,$191.28,$268.89,$103.48,$241.35,$1091.94,$0.00,$3487.18,$186.24,$663.93,$253.05,445.593,409.932,6.049,15.756,13.857,16.037,19.132,11.676,187.123,773.139,109.095,852.571,348.737,807.695,233.805,10474.573,5361.820,4403.179,700.570,9.003,0,0,0,0,8,183,474,65,2,0,1.016260281,1.149498351,1.171795213,1.260188293,1.03306787,1.17661487,1.133750556,1.261624754,1.084400054,1.146428606,1.103634767,1.243818173,1.066631173,1.120255664,1.111340886,1.217759076
A30913,"Accountable Care Partners, LLC",07/01/2012,0,1,0,1619368,1,0.5,0.5,,0.034766767%,$86857396.53,$86643652.03,$213744.49,$0.00,,6616,5732,63.08333333,854.8333333,305.1666667,4508.916667,1155,2771,1456,512,3460,2434,4494,1148,83,27,6,$136.00,$65097.91,$11159.69,$14651.05,$8760.27,$3005.15,$2532.72,$186.17,$284.93,$65.75,$153.63,$350.12,$0.00,$4228.24,$101.23,$740.32,$321.08,332.519,304.257,4.361,15.003,8.897,16.748,15.003,12.736,146.437,800.111,41.870,642.184,251.047,831.996,360.782,11511.863,5015.701,5943.126,542.917,10.119,0,0,0,0,0,39,8,9,0,0,0.950105703,1.163519674,1.080247726,1.043324282,1.061268654,1.160423507,1.100508626,1.094387062,1.045886218,1.192990238,1.103487463,1.094953485,1.000721242,1.234924311,1.146878684,1.125349122
A09897,"Accountable Care Coalition of The Tri-Counties, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.025737748%,$220564016.90,$223134236.00,$-2570219.12,$0.00,,18155,16090.25,111.6666667,2196.5,607.25,13174.83333,3016,8115,4100,1348,9543,7036,13423,2701,131,28,7,$289.00,$85904.89,$7542.19,$13820.09,$8826.28,$2753.99,$2377.44,$31.22,$306.67,$52.75,$380.67,$612.04,$0.00,$3518.48,$169.64,$422.09,$353.25,295.893,269.045,0.746,19.577,6.526,11.063,12.057,11.063,146.118,784.516,57.737,601.234,186.200,873.386,370.535,11708.954,5424.962,5207.129,1057.659,19.204,0,0,0,0,0,72,79,39,1,0,1.027818486,0.961395168,1.087700033,0.946321906,1.041585835,0.989251163,1.018523514,0.959501077,0.970826892,0.956269917,1.01964502,0.967645627,1.000896194,0.941576046,1.019007759,0.979098703
A67345,"WellStar Health Network, LLC",07/01/2012,0,0,1,,1,0.5,0.5,,0.022426714%,$543255736.90,$523380462.50,$19875274.33,$9738884.42,,45732,37867.33333,508.4166667,4378.583333,798.6666667,32181.66667,6549,18502,10281,3829,21999,17162,33501,4602,274,218,25,$541.00,$75946.43,$8843.08,$10573.69,$8133.98,$2745.98,$2491.65,$130.93,$99.31,$64.56,$350.27,$474.53,$5.21,$3299.94,$188.11,$447.70,$265.09,301.334,284.750,2.165,5.334,8.794,15.976,7.447,11.698,145.853,720.913,45.236,615.343,220.606,759.315,315.039,9683.843,3071.036,5791.514,814.638,6.655,0,0,0,0,8,233,1090,212,12,7,0.947525418,1.130267678,1.068219721,1.024205047,0.93848106,1.143968549,1.084310399,1.039111526,0.952548354,1.136615371,1.05504727,1.0416099,0.974335333,1.089165281,0.996415114,1.031651927
A88776,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF WESTERN MD LLC,07/01/2012,0,1,0,1513576,1,0.5,0.5,,0.035917918%,$75122642.51,$73797045.94,$1325596.56,$0.00,,6041,5287.666667,23.41666667,607.25,339.6666667,4317.333333,775,2405,1606,644,2974,2456,5342,32,7,1,1,$47.00,$84469.39,$9112.50,$12851.47,$8661.08,$3584.21,$3508.72,$13.77,$48.03,$16.91,$97.05,$578.08,$0.00,$2271.72,$137.91,$221.15,$318.88,275.547,271.197,0.189,2.837,1.324,12.104,7.943,13.238,137.045,789.436,67.137,714.493,184.391,823.804,276.871,8561.243,4199.773,3652.273,681.397,27.801,0,0,0,0,0,20,1,10,0,0,1.003781466,1.02250638,1.041483733,0.997327004,1.119964189,1.039396504,1.029580558,0.99048366,1.054901157,1.035841034,1.00950308,0.983907725,1.089033199,1.094649926,1.03827214,1.00498001
A47438,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF EASTERN SHORE LLC,07/01/2012,0,1,0,1559176,1,0.5,0.5,,0.035113113%,$79382733.62,$87287138.33,$-7904404.70,$0.00,,6443,5760,22.58333333,364.6666667,186.25,5186.5,581,2882,1739,692,3428,2466,5138,644,6,2,1,$103.00,$77988.49,$11641.25,$15596.49,$9617.23,$3809.48,$3733.84,$8.90,$41.55,$25.17,$74.25,$518.13,$0.00,$3002.78,$122.93,$341.54,$298.44,262.326,257.986,0.347,2.257,1.736,9.896,10.590,8.507,112.483,773.663,50.347,599.306,197.743,549.826,277.604,9550.694,4116.840,4841.319,569.965,22.569,0,0,0,0,0,38,4,8,0,0,0.960309265,1.126718164,1.009174992,0.94951814,1.055255613,1.139517882,1.058097927,0.933710109,1.054576081,1.070475297,0.928408807,0.937561662,1.040986806,1.042838158,0.993684927,0.934898054
A64629,"Florida Medical Clinic ACO, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.02885017%,$144069722.30,$147521827.10,$-3452104.79,$0.00,,11916,10292.66667,80.25,1279.333333,334.8333333,8598.25,1835,4908,2924,982,6105,4544,9820,399,72,174,7,$177.00,$72453.26,$9085.99,$14095.60,$9358.65,$2759.62,$2480.71,$152.04,$129.24,$34.46,$202.44,$499.08,$0.00,$4441.04,$85.93,$540.87,$342.38,294.579,277.479,4.566,7.578,4.955,10.784,11.076,5.538,139.703,791.307,54.699,544.562,202.863,645.120,310.415,12472.958,4599.100,7219.995,623.745,30.119,0,0,0,0,0,60,124,31,0,0,1.045084775,1.173041431,1.08727365,1.050544533,1.036287544,1.170316864,1.039498585,1.082541174,1.011472349,1.181989762,1.105611904,1.113831922,1.029005118,1.147457736,1.05582693,1.087678542
A39855,"Accountable Care Coalition of Eastern North Carolina, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.029876975%,$118613930.70,$126553616.50,$-7939685.76,$0.00,,10205,8657.416667,67.16666667,1477.25,651.5833333,6461.416667,1885,3984,2290,751,4896,4014,6946,1839,23,17,5,$80.00,$70669.18,$8260.13,$11551.31,$7650.81,$2929.20,$2760.69,$37.36,$73.42,$73.99,$197.59,$608.75,$0.00,$2854.80,$204.16,$328.35,$332.07,285.189,270.288,1.040,4.158,9.703,11.204,5.313,6.237,139.948,787.695,62.259,704.598,203.294,641.877,223.277,10001.136,5460.982,3618.747,889.642,31.765,0,0,0,0,0,30,7,7,0,0,0.941016076,1.0283758,1.00097623,0.9357307,0.936074139,1.05964906,1.032939987,0.924533191,0.933222786,1.099719932,1.011018164,0.922952391,1.060599965,1.109058214,1.050802803,0.949732281
A18428,"Accountable Care Coalition of Greater Athens Georgia, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.030606607%,$103255351.50,$103656622.80,$-401271.23,$0.00,,9393,5678.833333,39.58333333,760.9166667,184.3333333,4694,998,2763,1510,603,3278,2596,5288,501,18,10,2,$55.00,$70057.41,$8145.95,$10897.59,$8467.24,$2623.57,$2318.05,$104.00,$126.00,$85.49,$391.73,$703.32,$0.00,$3155.09,$194.15,$568.85,$311.13,298.125,278.050,3.346,7.924,8.805,13.911,9.333,9.333,146.188,736.610,67.091,655.064,220.820,620.022,301.470,9566.578,4328.354,4718.047,504.505,15.672,0,0,0,0,0,21,3,6,1,0,0.965189928,1.036307571,1.059926816,0.962131211,0.943689078,1.072366352,1.048909816,0.982037112,0.970411343,1.082182861,1.065434695,0.984635234,1.022181548,0.99781628,1.003032319,1.010421703
A82596,"Accountable Care Coalition of Mount Kisco, LLC",04/01/2012,0,0,0,,1,0.5,0.5,,0.026469494%,$189431358.00,$200210761.90,$-10779403.96,$0.00,,16326,13738.83333,48,1084.166667,230.75,12375.91667,1637,6450,4239,1756,7939,6143,13299,244,70,80,4,$385.00,$89612.47,$7737.54,$11349.86,$8486.70,$2789.38,$2573.37,$17.48,$156.70,$63.48,$88.98,$516.24,$0.00,$3755.77,$69.63,$350.52,$159.47,239.904,226.730,0.873,8.225,4.076,9.098,6.187,7.861,128.115,822.364,43.162,500.334,173.377,630.767,336.055,10003.033,2964.298,6471.146,563.949,3.639,0,0,0,0,0,65,244,29,0,0,0.992843386,0.9486199,0.898333212,1.008990666,0.995005997,0.926418654,0.877231232,0.99018249,0.968821692,0.915311988,0.940665603,0.958828475,1.058709993,0.940018162,0.94829667,0.971239033
A16226,St. Thomas Medical Group PLLC,07/01/2012,0,1,0,1443580,1,0.5,0.5,,0.036480481%,$63377806.36,$61581435.54,$1796370.82,$0.00,,5839,5066.916667,41.16666667,387.6666667,87.75,4550.333333,604,2388,1599,590,3000,2181,4607,488,15,3,2,$66.00,$72945.85,$8949.32,$9828.82,$7555.28,$2589.62,$2207.66,$43.78,$241.10,$108.50,$100.60,$451.35,$0.00,$2947.11,$76.66,$577.42,$265.63,276.697,251.632,0.789,13.815,10.460,15.197,10.065,9.671,130.699,727.964,49.142,554.578,177.820,630.561,272.750,8656.941,3286.417,4581.879,778.777,9.868,0,0,0,0,0,15,23,1,0,0,0.951783873,1.303421128,1.215160881,1.097349478,0.977210259,1.227828356,1.197656511,1.092906148,1.00056729,1.264079337,1.355549505,1.08896558,0.990781883,1.173977687,1.161472271,1.109315527
A38110,"Medical Practitioners for Affordable Care, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.025810162%,$259341506.00,$260712844.20,$-1371338.15,$0.00,,17974,15257.25,156.1666667,2048.166667,556.75,12496.16667,2748,6496,4612,1931,8756,7031,14127,1143,140,103,18,$256.00,$75498.09,$10917.94,$17450.77,$10424.61,$3546.88,$3172.70,$145.80,$232.52,$57.49,$476.39,$1086.94,$0.00,$4288.44,$107.74,$663.78,$249.18,388.733,361.336,3.736,14.026,9.635,12.977,13.174,12.125,177.488,781.484,100.542,693.244,291.075,825.181,371.496,13294.925,5902.505,6476.855,902.260,13.305,0,0,0,0,0,59,89,16,1,0,1.038802269,1.151431923,1.098726703,1.142013306,1.093355633,1.170442223,1.080701029,1.17453948,1.017165515,1.136142453,1.071651022,1.167547897,1.054283492,1.159797293,1.105153423,1.180732654
